"","triToken","Ranking"
"1364","front of us",1154
"1365","forward to your",1154
"1366","forward to the",1154
"1367","forward to meeting",1154
"1368","for you you",1154
"1369","for you to",1154
"1370","for you both",1154
"1371","for you and",1154
"1372","for those of",1154
"1373","for the support",1154
"1374","for the new",1154
"1375","for the best",1154
"1376","for people who",1154
"1377","for one of",1154
"1378","for my new",1154
"1379","for my birthday",1154
"1380","for it to",1154
"1381","for him to",1154
"1382","for following us",1154
"1383","for all your",1154
"1384","for all the",1154
"1385","for all of",1154
"1386","for a week",1154
"1387","for a new",1154
"1388","for a great",1154
"1389","for a good",1154
"1390","for a change",1154
"1391","following me i",1154
"1392","following me and",1154
"1393","follow me or",1154
"1394","follow me im",1154
"1395","first time in",1154
"1396","first time i",1154
"1397","first day of",1154
"1398","find out what",1154
"1399","fell in love",1154
"1400","feel like im",1154
"1401","feel like i",1154
"1402","everything to me",1154
"1403","everyone who came",1154
"1404","enjoy your day",1154
"1405","ends when u",1154
"1406","down to the",1154
"1407","dont know why",1154
"1408","dont give a",1154
"1409","dont forget about",1154
"1410","doesnt look like",1154
"1411","doesnt have a",1154
"1412","does that mean",1154
"1413","does anyone know",1154
"1414","do you ever",1154
"1415","do i know",1154
"1416","didnt mean to",1154
"1417","didnt get to",1154
"1418","did you know",1154
"1419","did you have",1154
"1420","did you get",1154
"1421","did it take",1154
"1422","day on the",1154
"1423","day of the",1154
"1424","da same damn",1154
"1425","congrats to on",1154
"1426","congrats on your",1154
"1427","come on over",1154
"1428","come back to",1154
"1429","check us out",1154
"1430","can you please",1154
"1431","can you help",1154
"1432","can do is",1154
"1433","came out in",1154
"1434","by what they",1154
"1435","but it will",1154
"1436","but i will",1154
"1437","but i think",1154
"1438","but i love",1154
"1439","but i guess",1154
"1440","but i am",1154
"1441","but do you",1154
"1442","but at least",1154
"1443","bout to get",1154
"1444","both of you",1154
"1445","better than that",1154
"1446","best part of",1154
"1447","believe in yourself",1154
"1448","because of the",1154
"1449","because i like",1154
"1450","because i am",1154
"1451","be the only",1154
"1452","be happy with",1154
"1453","be great to",1154
"1454","be a new",1154
"1455","back to my",1154
"1456","back in texas",1154
"1457","at this point",1154
"1458","at my job",1154
"1459","at least you",1154
"1460","at in the",1154
"1461","at da same",1154
"1462","as you can",1154
"1463","around the house",1154
"1464","around the corner",1154
"1465","are you in",1154
"1466","are you coming",1154
"1467","are you a",1154
"1468","are we going",1154
"1469","are starting to",1154
"1470","any of you",1154
"1471","and you know",1154
"1472","and you have",1154
"1473","and when you",1154
"1474","and welcome to",1154
"1475","and to the",1154
"1476","and sign up",1154
"1477","and of course",1154
"1478","and im about",1154
"1479","and i need",1154
"1480","and i havent",1154
"1481","and i dont",1154
"1482","and get off",1154
"1483","an email to",1154
"1484","always good to",1154
"1485","almost time for",1154
"1486","all of your",1154
"1487","all my friends",1154
"1488","all is well",1154
"1489","all i can",1154
"1490","after last nights",1154
"1491","advantage of the",1154
"1492","according to the",1154
"1493","about to be",1154
"1494","able to sleep",1154
"1495","able to get",1154
"1496","a win is",1154
"1497","a way to",1154
"1498","a part of",1154
"1499","a nice day",1154
"1500","a matter of",1154
"1501","a lack of",1154
"1502","a great job",1154
"1503","a good way",1154
"1504","a follow back",1154
"1505","a day to",1154
"1506","a cup of",1154
"1507","a couple weeks",1154
"1508","a broken heart",1154
"1509","a bad time",1154
"1510","youve got to",3160
"1511","yourself to a",3160
"1512","youre welcome and",3160
"1513","youre such a",3160
"1514","youre not following",3160
"1515","youre not a",3160
"1516","youre looking for",3160
"1517","youre just a",3160
"1518","youre having a",3160
"1519","youre by my",3160
"1520","youre back in",3160
"1521","your welcome i",3160
"1522","your way in",3160
"1523","your story at",3160
"1524","your social media",3160
"1525","your problems but",3160
"1526","your music i",3160
"1527","your mom told",3160
"1528","your mind and",3160
"1529","your knowledge of",3160
"1530","your heart i",3160
"1531","your going to",3160
"1532","your friends to",3160
"1533","your day i",3160
"1534","your butt to",3160
"1535","your business are",3160
"1536","youll do great",3160
"1537","youd understand why",3160
"1538","you you cant",3160
"1539","you you are",3160
"1540","you would go",3160
"1541","you wont regret",3160
"1542","you wish you",3160
"1543","you will see",3160
"1544","you will have",3160
"1545","you will get",3160
"1546","you who came",3160
"1547","you when i",3160
"1548","you what is",3160
"1549","you try to",3160
"1550","you too thanks",3160
"1551","you too i",3160
"1552","you to my",3160
"1553","you this weekend",3160
"1554","you think your",3160
"1555","you think you",3160
"1556","you think this",3160
"1557","you think the",3160
"1558","you think im",3160
"1559","you think anyone",3160
"1560","you the best",3160
"1561","you talking about",3160
"1562","you take me",3160
"1563","you still working",3160
"1564","you sound like",3160
"1565","you should have",3160
"1566","you should go",3160
"1567","you see it",3160
"1568","you say you",3160
"1569","you rock my",3160
"1570","you right away",3160
"1571","you really want",3160
"1572","you really are",3160
"1573","you ready to",3160
"1574","you planning on",3160
"1575","you plan to",3160
"1576","you plan a",3160
"1577","you one day",3160
"1578","you on twitter",3160
"1579","you never know",3160
"1580","you need a",3160
"1581","you more than",3160
"1582","you may be",3160
"1583","you make me",3160
"1584","you made me",3160
"1585","you love you",3160
"1586","you love someone",3160
"1587","you love me",3160
"1588","you looking to",3160
"1589","you looking for",3160
"1590","you look at",3160
"1591","you liked it",3160
"1592","you like this",3160
"1593","you like a",3160
"1594","you lets do",3160
"1595","you let the",3160
"1596","you ladies are",3160
"1597","you know youre",3160
"1598","you know the",3160
"1599","you know someone",3160
"1600","you know it",3160
"1601","you know im",3160
"1602","you know i",3160
"1603","you know how",3160
"1604","you know about",3160
"1605","you just made",3160
"1606","you its raining",3160
"1607","you it would",3160
"1608","you in your",3160
"1609","you in a",3160
"1610","you im sorry",3160
"1611","you i know",3160
"1612","you i dont",3160
"1613","you how many",3160
"1614","you hope all",3160
"1615","you havent seen",3160
"1616","you havent been",3160
"1617","you have on",3160
"1618","you have not",3160
"1619","you have like",3160
"1620","you have it",3160
"1621","you have been",3160
"1622","you guys so",3160
"1623","you gotta say",3160
"1624","you got some",3160
"1625","you got it",3160
"1626","you gonna be",3160
"1627","you go girl",3160
"1628","you glad you",3160
"1629","you get what",3160
"1630","you get there",3160
"1631","you for everything",3160
"1632","you for all",3160
"1633","you figure out",3160
"1634","you everyone for",3160
"1635","you dont want",3160
"1636","you dont succeed",3160
"1637","you dont follow",3160
"1638","you dont even",3160
"1639","you do it",3160
"1640","you could have",3160
"1641","you coming back",3160
"1642","you come to",3160
"1643","you cheering for",3160
"1644","you change your",3160
"1645","you cant make",3160
"1646","you cant get",3160
"1647","you can pull",3160
"1648","you can make",3160
"1649","you can help",3160
"1650","you can do",3160
"1651","you better be",3160
"1652","you be interested",3160
"1653","you at the",3160
"1654","you are walking",3160
"1655","you are not",3160
"1656","you are my",3160
"1657","you are maybe",3160
"1658","you are interested",3160
"1659","you are in",3160
"1660","you are following",3160
"1661","you are doing",3160
"1662","you are an",3160
"1663","you and your",3160
"1664","you and then",3160
"1665","you all have",3160
"1666","you all get",3160
"1667","you aint never",3160
"1668","you actually have",3160
"1669","yet great day",3160
"1670","yes we do",3160
"1671","yes it is",3160
"1672","yes im still",3160
"1673","yes i think",3160
"1674","yes i know",3160
"1675","yes i am",3160
"1676","yes do i",3160
"1677","years old and",3160
"1678","years ago i",3160
"1679","years ago and",3160
"1680","year old niece",3160
"1681","year i will",3160
"1682","yeah i hate",3160
"1683","yeah i got",3160
"1684","write about his",3160
"1685","wow you really",3160
"1686","wow thats a",3160
"1687","wow just got",3160
"1688","wow i guess",3160
"1689","would mean so",3160
"1690","would have to",3160
"1691","would have thought",3160
"1692","would get a",3160
"1693","would follow me",3160
"1694","would be right",3160
"1695","would be nice",3160
"1696","would be great",3160
"1697","would be fun",3160
"1698","worth the effort",3160
"1699","worst part of",3160
"1700","world what you",3160
"1701","world is the",3160
"1702","world go round",3160
"1703","world ending in",3160
"1704","world come to",3160
"1705","working with you",3160
"1706","working too hard",3160
"1707","working on the",3160
"1708","working on my",3160
"1709","working from home",3160
"1710","work out i",3160
"1711","work last night",3160
"1712","work from home",3160
"1713","work for it",3160
"1714","words of the",3160
"1715","wont be the",3160
"1716","wont be long",3160
"1717","wonder how many",3160
"1718","won a second",3160
"1719","woke up this",3160
"1720","woke me up",3160
"1721","with your own",3160
"1722","with you on",3160
"1723","with the world",3160
"1724","with the usual",3160
"1725","with the boys",3160
"1726","with people who",3160
"1727","with out you",3160
"1728","with my friends",3160
"1729","with my dad",3160
"1730","with me so",3160
"1731","with me my",3160
"1732","with me i",3160
"1733","with me cause",3160
"1734","with a single",3160
"1735","with a fork",3160
"1736","with a couple",3160
"1737","with a cattle",3160
"1738","with a broken",3160
"1739","with a bit",3160
"1740","wish you would",3160
"1741","wish you all",3160
"1742","wish more people",3160
"1743","wish me luck",3160
"1744","window when you",3160
"1745","win the finals",3160
"1746","win free tickets",3160
"1747","win for the",3160
"1748","will you please",3160
"1749","will work on",3160
"1750","will we see",3160
"1751","will we be",3160
"1752","will tell you",3160
"1753","will play tonight",3160
"1754","will no longer",3160
"1755","will never be",3160
"1756","will let you",3160
"1757","will it be",3160
"1758","will have a",3160
"1759","will graduate from",3160
"1760","will come back",3160
"1761","will begin to",3160
"1762","will be waiting",3160
"1763","will be one",3160
"1764","will be my",3160
