"","triToken","Ranking"
"72703","im dyin over",60318
"72704","im drunkthis is",60318
"72705","im drunk but",60318
"72706","im drinkingand the",60318
"72707","im dreading these",60318
"72708","im downtown youre",60318
"72709","im down with",60318
"72710","im down to",60318
"72711","im down hit",60318
"72712","im down dont",60318
"72713","im down by",60318
"72714","im done want",60318
"72715","im done the",60318
"72716","im done skin",60318
"72717","im done roastin",60318
"72718","im doing that",60318
"72719","im doing my",60318
"72720","im do bad",60318
"72721","im disappointed in",60318
"72722","im disappointed i",60318
"72723","im demanding delicate",60318
"72724","im definately digging",60318
"72725","im dealin hows",60318
"72726","im dead barnett",60318
"72727","im dead a",60318
"72728","im daring enough",60318
"72729","im currently watching",60318
"72730","im crazy i",60318
"72731","im cool with",60318
"72732","im cool lol",60318
"72733","im cooking pot",60318
"72734","im convinced now",60318
"72735","im contemplating doing",60318
"72736","im coming for",60318
"72737","im coming back",60318
"72738","im coanchoring with",60318
"72739","im chillin jo",60318
"72740","im checking out",60318
"72741","im certain tomorrow",60318
"72742","im certain there",60318
"72743","im catching all",60318
"72744","im catchin anotha",60318
"72745","im captivated by",60318
"72746","im calling osu",60318
"72747","im calling it",60318
"72748","im broken down",60318
"72749","im bringing my",60318
"72750","im bringing cupcakes",60318
"72751","im bout to",60318
"72752","im boring and",60318
"72753","im bored this",60318
"72754","im bored supporting",60318
"72755","im bored no",60318
"72756","im bored lol",60318
"72757","im bored its",60318
"72758","im bored im",60318
"72759","im bored haha",60318
"72760","im borders jb",60318
"72761","im blasting off",60318
"72762","im bigger than",60318
"72763","im being spammed",60318
"72764","im bein petty",60318
"72765","im becoming addicted",60318
"72766","im baxter and",60318
"72767","im barely understanding",60318
"72768","im bangable lol",60318
"72769","im awkward ever",60318
"72770","im avoiding that",60318
"72771","im atim outta",60318
"72772","im at work",60318
"72773","im at wework",60318
"72774","im at van",60318
"72775","im at the",60318
"72776","im at ss",60318
"72777","im at in",60318
"72778","im assuming they",60318
"72779","im angry with",60318
"72780","im and my",60318
"72781","im ancient patio",60318
"72782","im an extremely",60318
"72783","im an artist",60318
"72784","im always keeping",60318
"72785","im always handling",60318
"72786","im always amazed",60318
"72787","im always a",60318
"72788","im alright you",60318
"72789","im alright with",60318
"72790","im already worried",60318
"72791","im already reading",60318
"72792","im already in",60318
"72793","im already following",60318
"72794","im alone of",60318
"72795","im all for",60318
"72796","im all about",60318
"72797","im afraid of",60318
"72798","im afraid it",60318
"72799","im afraid ill",60318
"72800","im adopted pack",60318
"72801","im addicted to",60318
"72802","im actually checking",60318
"72803","im actually bullish",60318
"72804","im actually bored",60318
"72805","im a walk",60318
"72806","im a very",60318
"72807","im a true",60318
"72808","im a total",60318
"72809","im a they",60318
"72810","im a smidge",60318
"72811","im a retard",60318
"72812","im a pharaoh",60318
"72813","im a part",60318
"72814","im a og",60318
"72815","im a night",60318
"72816","im a new",60318
"72817","im a movie",60318
"72818","im a man",60318
"72819","im a lot",60318
"72820","im a little",60318
"72821","im a happy",60318
"72822","im a gladiator",60318
"72823","im a freak",60318
"72824","im a fing",60318
"72825","im a do",60318
"72826","im a dinosaur",60318
"72827","im a dancer",60318
"72828","im a colorist",60318
"72829","im a brute",60318
"72830","im a boss",60318
"72831","im a bmoc",60318
"72832","im a bit",60318
"72833","im a believer",60318
"72834","im a bandit",60318
"72835","ily last year",60318
"72836","ily i agree",60318
"72837","ils lots of",60318
"72838","ils hope u",60318
"72839","iloveyouravi i like",60318
"72840","iloveyou okay bye",60318
"72841","ilovemymother because she",60318
"72842","ilove you too",60318
"72843","illinois told em",60318
"72844","ill watch twitter",60318
"72845","ill watch one",60318
"72846","ill ware out",60318
"72847","ill wake up",60318
"72848","ill vote in",60318
"72849","ill tweet ya",60318
"72850","ill try tomorrow",60318
"72851","ill try to",60318
"72852","ill try one",60318
"72853","ill text you",60318
"72854","ill tell you",60318
"72855","ill talk to",60318
"72856","ill take the",60318
"72857","ill take care",60318
"72858","ill stop obsessing",60318
"72859","ill spill learning",60318
"72860","ill sift through",60318
"72861","ill send major",60318
"72862","ill send funds",60318
"72863","ill see whats",60318
"72864","ill say the",60318
"72865","ill say about",60318
"72866","ill reply back",60318
"72867","ill receive it",60318
"72868","ill post more",60318
"72869","ill need to",60318
"72870","ill need something",60318
"72871","ill miss you",60318
"72872","ill mention back",60318
"72873","ill manage its",60318
"72874","ill make it",60318
"72875","ill love you",60318
"72876","ill love to",60318
"72877","ill love it",60318
"72878","ill look it",60318
"72879","ill look forward",60318
"72880","ill let u",60318
"72881","ill kill you",60318
"72882","ill keep your",60318
"72883","ill keep loving",60318
"72884","ill keep always",60318
"72885","ill just randomly",60318
"72886","ill just fight",60318
"72887","ill just ball",60318
"72888","ill join in",60318
"72889","ill hold my",60318
"72890","ill have others",60318
"72891","ill have much",60318
"72892","ill have it",60318
"72893","ill have another",60318
"72894","ill grant you",60318
"72895","ill go where",60318
"72896","ill go put",60318
"72897","ill give ya",60318
"72898","ill give a",60318
"72899","ill get the",60318
"72900","ill furinsh u",60318
"72901","ill fuck up",60318
"72902","ill fry in",60318
"72903","ill forward it",60318
"72904","ill follow you",60318
"72905","ill follow back",60318
"72906","ill draw until",60318
"72907","ill do the",60318
"72908","ill do it",60318
"72909","ill dm them",60318
"72910","ill def be",60318
"72911","ill choose lightskin",60318
"72912","ill check dates",60318
"72913","ill call you",60318
"72914","ill call for",60318
"72915","ill buy drinks",60318
"72916","ill bring it",60318
"72917","ill breed baby",60318
"72918","ill believe it",60318
"72919","ill be years",60318
"72920","ill be up",60318
"72921","ill be unemployed",60318
"72922","ill be taking",60318
"72923","ill be sure",60318
"72924","ill be stuck",60318
"72925","ill be showing",60318
"72926","ill be pretty",60318
"72927","ill be posting",60318
"72928","ill be off",60318
"72929","ill be like",60318
"72930","ill be library",60318
"72931","ill be in",60318
"72932","ill be home",60318
"72933","ill be good",60318
"72934","ill be damned",60318
"72935","ill be damn",60318
"72936","ill be covering",60318
"72937","ill be able",60318
"72938","ill b a",60318
"72939","ill at least",60318
"72940","ill always be",60318
"72941","ill add you",60318
"72942","ill actually get",60318
"72943","ilikedyouuntil i started",60318
"72944","ila lots of",60318
"72945","il davide in",60318
"72946","il cant wait",60318
"72947","il ah ha",60318
"72948","ikea makes me",60318
"72949","ikea i know",60318
"72950","ikat or colorful",60318
"72951","ik these idiots",60318
"72952","ijs how is",60318
"72953","ii so the",60318
"72954","ii meant tu",60318
"72955","ii get fckd",60318
"72956","ii exam at",60318
"72957","ii album suppose",60318
"72958","ihop its ok",60318
"72959","ih resident we",60318
"72960","igoogle has a",60318
"72961","ignoring order to",60318
"72962","ignores you sittn",60318
"72963","ignores phone call",60318
"72964","ignored gotta love",60318
"72965","ignore texts i",60318
"72966","ignorance is hopeless",60318
"72967","igniteboise ib on",60318
"72968","ignatius recommends asking",60318
"72969","ign great crowds",60318
"72970","iglesias haha im",60318
"72971","ight bet bro",60318
"72972","igenii spurs will",60318
"72973","ig ill draw",60318
"72974","ig designing turned",60318
"72975","ifyouknowmewell u know",60318
"72976","ifthen thesis thanks",60318
"72977","ifindthatattractive when he",60318
"72978","if yu dnt",60318
"72979","if youve hit",60318
"72980","if youre working",60318
"72981","if youre smarter",60318
"72982","if youre saying",60318
"72983","if youre months",60318
"72984","if youre in",60318
"72985","if youre hot",60318
"72986","if youre gonna",60318
"72987","if youre going",60318
"72988","if youre getting",60318
"72989","if youre free",60318
"72990","if youre carrying",60318
"72991","if youre always",60318
"72992","if your underage",60318
"72993","if your sexy",60318
"72994","if your products",60318
"72995","if your partner",60318
"72996","if your not",60318
"72997","if your looking",60318
"72998","if your last",60318
"72999","if your just",60318
"73000","if your in",60318
"73001","if youd love",60318
"73002","if youd ever",60318
"73003","if you would",60318
"73004","if you wish",60318
"73005","if you win",60318
"73006","if you will",60318
"73007","if you wear",60318
"73008","if you was",60318
"73009","if you wanted",60318
"73010","if you wanna",60318
"73011","if you view",60318
"73012","if you style",60318
"73013","if you still",60318
"73014","if you roll",60318
"73015","if you really",60318
"73016","if you read",60318
"73017","if you push",60318
"73018","if you only",60318
"73019","if you not",60318
"73020","if you missed",60318
"73021","if you make",60318
"73022","if you look",60318
"73023","if you list",60318
"73024","if you let",60318
"73025","if you know",60318
"73026","if you knew",60318
"73027","if you hear",60318
"73028","if you havent",60318
"73029","if you had",60318
"73030","if you guys",60318
"73031","if you got",60318
"73032","if you give",60318
"73033","if you found",60318
"73034","if you follow",60318
"73035","if you find",60318
"73036","if you fall",60318
"73037","if you enter",60318
"73038","if you enjoy",60318
"73039","if you disagree",60318
"73040","if you did",60318
"73041","if you cry",60318
"73042","if you create",60318
"73043","if you could",60318
"73044","if you cheat",60318
"73045","if you change",60318
"73046","if you care",60318
"73047","if you cant",60318
"73048","if you cannot",60318
"73049","if you came",60318
"73050","if you bet",60318
"73051","if you arent",60318
"73052","if yellowstone blows",60318
"73053","if yah want",60318
"73054","if word on",60318
"73055","if when will",60318
"73056","if were over",60318
"73057","if we should",60318
"73058","if we havent",60318
"73059","if we dont",60318
"73060","if we do",60318
"73061","if we are",60318
"73062","if we allowed",60318
"73063","if waxing is",60318
"73064","if wasnt going",60318
"73065","if vinny cant",60318
"73066","if ur up",60318
"73067","if ur awake",60318
"73068","if ur at",60318
"73069","if u would",60318
"73070","if u werent",60318
"73071","if u lose",60318
"73072","if u like",60318
"73073","if u have",60318
"73074","if u get",60318
"73075","if u feel",60318
"73076","if u dont",60318
"73077","if u do",60318
"73078","if u could",60318
"73079","if u buy",60318
"73080","if u broke",60318
"73081","if u askin",60318
"73082","if u ask",60318
"73083","if u are",60318
"73084","if u aint",60318
"73085","if u agree",60318
"73086","if tubes might",60318
"73087","if tom barrett",60318
"73088","if those are",60318
"73089","if this were",60318
"73090","if this is",60318
"73091","if this account",60318
"73092","if they win",60318
"73093","if they were",60318
"73094","if they want",60318
"73095","if they put",60318
"73096","if they make",60318
"73097","if they like",60318
"73098","if they have",60318
"73099","if they fail",60318
"73100","if they cut",60318
"73101","if they are",60318
"73102","if theres anything",60318
"73103","if theres a",60318
"73104","if themregularassnigga aka",60318
"73105","if the white",60318
"73106","if the tech",60318
"73107","if the nbas",60318
"73108","if the giants",60318
"73109","if the french",60318
"73110","if the final",60318
"73111","if the basket",60318
"73112","if the american",60318
"73113","if thats true",60318
"73114","if thats the",60318
"73115","if that makes",60318
"73116","if sumone book",60318
"73117","if staffvenders leave",60318
"73118","if someone does",60318
"73119","if someone asked",60318
"73120","if so where",60318
"73121","if so please",60318
"73122","if so inclined",60318
"73123","if so go",60318
"73124","if so any",60318
"73125","if she will",60318
"73126","if she go",60318
"73127","if she feel",60318
"73128","if serenaded me",60318
"73129","if roenicke knows",60318
"73130","if pubs gave",60318
"73131","if promoting research",60318
"73132","if potus signs",60318
"73133","if perfection can",60318
"73134","if people love",60318
"73135","if people could",60318
"73136","if people call",60318
"73137","if penn field",60318
"73138","if owsers had",60318
"73139","if our classes",60318
"73140","if only you",60318
"73141","if only it",60318
"73142","if only i",60318
"73143","if only cute",60318
"73144","if only as",60318
"73145","if one of",60318
"73146","if of problems",60318
"73147","if not you",60318
"73148","if not thumbs",60318
"73149","if not the",60318
"73150","if not tell",60318
"73151","if not helping",60318
"73152","if nobody else",60318
"73153","if no interest",60318
"73154","if necessary also",60318
"73155","if my life",60318
"73156","if my influence",60318
"73157","if my favorite",60318
"73158","if my dad",60318
"73159","if money cant",60318
"73160","if makes access",60318
"73161","if made rt",60318
"73162","if kobe makes",60318
"73163","if kids enjoy",60318
"73164","if keep doing",60318
"73165","if just for",60318
"73166","if john berry",60318
"73167","if jessies girl",60318
"73168","if its same",60318
"73169","if its everyones",60318
"73170","if its a",60318
"73171","if it works",60318
"73172","if it werent",60318
"73173","if it sounds",60318
"73174","if it means",60318
"73175","if it makes",60318
"73176","if it isnt",60318
"73177","if it got",60318
"73178","if it goes",60318
"73179","if it fell",60318
"73180","if it does",60318
"73181","if it did",60318
"73182","if is hungover",60318
"73183","if inte who",60318
"73184","if in buffalo",60318
"73185","if im the",60318
"73186","if im not",60318
"73187","if im lucky",60318
"73188","if ill receive",60318
"73189","if i werent",60318
"73190","if i went",60318
"73191","if i waznt",60318
"73192","if i wasnt",60318
"73193","if i want",60318
"73194","if i told",60318
"73195","if i stick",60318
"73196","if i spell",60318
"73197","if i send",60318
"73198","if i rewarded",60318
"73199","if i recall",60318
"73200","if i pursue",60318
"73201","if i keep",60318
"73202","if i go",60318
"73203","if i find",60318
"73204","if i fall",60318
"73205","if i exert",60318
"73206","if his date",60318
"73207","if himym draws",60318
"73208","if hes lucky",60318
"73209","if hes gay",60318
"73210","if hes ever",60318
"73211","if hes cleansed",60318
"73212","if helpful there",60318
"73213","if he was",60318
"73214","if he failed",60318
"73215","if he does",60318
"73216","if harry potter",60318
"73217","if gop convention",60318
"73218","if god wanted",60318
"73219","if god is",60318
"73220","if gays want",60318
"73221","if freud would",60318
"73222","if everyone is",60318
"73223","if every guy",60318
"73224","if drake stopped",60318
"73225","if devin harris",60318
"73226","if dd gets",60318
"73227","if dat ass",60318
"73228","if coffee can",60318
"73229","if clutch kicker",60318
"73230","if chers son",60318
"73231","if brain swelling",60318
"73232","if bosh comes",60318
"73233","if bodemeister is",60318
"73234","if app my",60318
"73235","if anything your",60318
"73236","if anything changes",60318
"73237","if anyone wants",60318
"73238","if anyone there",60318
"73239","if anyone makes",60318
"73240","if anyone can",60318
"73241","if anybody happens",60318
"73242","if any gop",60318
"73243","if and when",60318
"73244","if all my",60318
"73245","if a tweet",60318
"73246","if a libra",60318
"73247","if a girl",60318
"73248","ie what type",60318
"73249","idontlike when bands",60318
"73250","idol tonight joshua",60318
"73251","idol justin biebermy",60318
"73252","idol is kinda",60318
"73253","idol im so",60318
"73254","idol hollie dared",60318
"73255","idol happy birthday",60318
"73256","idol expression from",60318
"73257","idk yettoday im",60318
"73258","idk yet i",60318
"73259","idk wht i",60318
"73260","idk what they",60318
"73261","idk what the",60318
"73262","idk what instagram",60318
"73263","idk we do",60318
"73264","idk there are",60318
"73265","idk one of",60318
"73266","idk kno where",60318
"73267","idk i just",60318
"73268","idk i havent",60318
"73269","idk ask the",60318
"73270","idiots get paid",60318
"73271","idiots are playing",60318
"73272","idiots a leader",60318
"73273","idiot was rude",60318
"73274","idiot boehner disses",60318
"73275","idictionarystringstring rt the",60318
"73276","idgaf if only",60318
"73277","identity theft rock",60318
"73278","identities online changes",60318
"73279","identify with todays",60318
"73280","ideasaction fentys hope",60318
"73281","ideas well maybe",60318
"73282","ideas to the",60318
"73283","ideas please feeling",60318
"73284","ideas on grants",60318
"73285","ideas lol doesnt",60318
"73286","ideas its time",60318
"73287","ideas hereand what",60318
"73288","ideas from ik",60318
"73289","ideas for next",60318
"73290","ideas for how",60318
"73291","ideas come from",60318
"73292","ideas came to",60318
"73293","ideas but is",60318
"73294","ideas are showing",60318
"73295","ideas a man",60318
"73296","ideachats make chats",60318
"73297","idea wow im",60318
"73298","idea why its",60318
"73299","idea where it",60318
"73300","idea when they",60318
"73301","idea when thats",60318
"73302","idea whats wrong",60318
"73303","idea what i",60318
"73304","idea what henrik",60318
"73305","idea today thanks",60318
"73306","idea to have",60318
"73307","idea theon couldnt",60318
"73308","idea the new",60318
"73309","idea thanks for",60318
"73310","idea thank you",60318
"73311","idea quick question",60318
"73312","idea put a",60318
"73313","idea public officials",60318
"73314","idea please no",60318
"73315","idea of march",60318
"73316","idea of lovely",60318
"73317","idea of being",60318
"73318","idea lets take",60318
"73319","idea jayz said",60318
"73320","idea how many",60318
"73321","idea how i",60318
"73322","idea hardware app",60318
"73323","idea for album",60318
"73324","idea but i",60318
"73325","id which means",60318
"73326","id wear it",60318
"73327","id use fists",60318
"73328","id try to",60318
"73329","id try it",60318
"73330","id think it",60318
"73331","id tap that",60318
"73332","id take over",60318
"73333","id take a",60318
"73334","id swear the",60318
"73335","id say considering",60318
"73336","id run away",60318
"73337","id really go",60318
"73338","id rather you",60318
"73339","id rather spend",60318
"73340","id rather get",60318
"73341","id rather drop",60318
"73342","id rather be",60318
"73343","id promote it",60318
"73344","id pop into",60318
"73345","id pick spoiling",60318
"73346","id pick long",60318
"73347","id move but",60318
"73348","id miss it",60318
"73349","id make you",60318
"73350","id make ya",60318
"73351","id make one",60318
"73352","id love aj",60318
"73353","id like cooler",60318
"73354","id kill to",60318
"73355","id have no",60318
"73356","id hate you",60318
"73357","id hate to",60318
"73358","id go with",60318
"73359","id go straight",60318
"73360","id give away",60318
"73361","id freak you",60318
"73362","id fam the",60318
"73363","id enjoy less",60318
"73364","id do you",60318
"73365","id do this",60318
"73366","id die via",60318
"73367","id choose you",60318
"73368","id bet on",60318
"73369","id be the",60318
"73370","id be excited",60318
"73371","id be embarrassed",60318
"73372","id be cumming",60318
"73373","id be champion",60318
"73374","id be anxious",60318
"73375","id be all",60318
"73376","icq and make",60318
"73377","iconic boyz love",60318
"73378","iconic boy you",60318
"73379","icon where it",60318
"73380","icon of austin",60318
"73381","icon is so",60318
"73382","icon is credits",60318
"73383","ico scratch that",60318
"73384","icky smudges when",60318
"73385","icing on the",60318
"73386","icing and decorate",60318
"73387","icf conference this",60318
"73388","iceeyum san diego",60318
"73389","iced tea ever",60318
"73390","iced raspberry green",60318
"73391","iced porch deck",60318
"73392","iced out now",60318
"73393","iced coffee awesome",60318
"73394","icecream today was",60318
"73395","icecream ridin with",60318
"73396","ice t movie",60318
"73397","ice show and",60318
"73398","ice on my",60318
"73399","ice just attacks",60318
"73400","ice is quite",60318
"73401","ice i know",60318
"73402","ice house tonight",60318
"73403","ice here too",60318
"73404","ice cream works",60318
"73405","ice cream with",60318
"73406","ice cream strlykedes",60318
"73407","ice cream sandwiches",60318
"73408","ice cream my",60318
"73409","ice cream if",60318
"73410","ice cream i",60318
"73411","ice cream dinner",60318
"73412","ice cream at",60318
"73413","ice cream ad",60318
"73414","ice at the",60318
"73415","ican thats so",60318
"73416","ibuprofen omg who",60318
"73417","ibeen there hahahaha",60318
"73418","ib on tune",60318
"73419","ianna kat chill",60318
"73420","ian thanks for",60318
"73421","ian murphy in",60318
"73422","iam returning the",60318
"73423","iam quite lovable",60318
"73424","iam also a",60318
"73425","iahc today cant",60318
"73426","ia pm just",60318
"73427","i yelped at",60318
"73428","i wuv you",60318
"73429","i wunna go",60318
"73430","i wuld like",60318
"73431","i wub her",60318
"73432","i wrote a",60318
"73433","i wouldve said",60318
"73434","i wouldnt say",60318
"73435","i wouldnt normally",60318
"73436","i wouldnt have",60318
"73437","i wouldnt flirt",60318
"73438","i would watch",60318
"73439","i would twitpic",60318
"73440","i would totally",60318
"73441","i would throw",60318
"73442","i would take",60318
"73443","i would suggest",60318
"73444","i would still",60318
"73445","i would snort",60318
"73446","i would send",60318
"73447","i would say",60318
"73448","i would recommend",60318
"73449","i would rather",60318
"73450","i would never",60318
"73451","i would much",60318
"73452","i would keep",60318
"73453","i would just",60318
"73454","i would i",60318
"73455","i would get",60318
"73456","i would find",60318
"73457","i would but",60318
"73458","i would burn",60318
"73459","i would beg",60318
"73460","i would always",60318
"73461","i work out",60318
"73462","i work on",60318
"73463","i wont watch",60318
"73464","i wont thats",60318
"73465","i wont rt",60318
"73466","i wont e",60318
"73467","i wonder who",60318
"73468","i won on",60318
"73469","i wish would",60318
"73470","i wish when",60318
"73471","i wish we",60318
"73472","i wish things",60318
"73473","i wish thanks",60318
"73474","i wish rappers",60318
"73475","i wish more",60318
"73476","i wish it",60318
"73477","i wish he",60318
"73478","i wish got",60318
"73479","i wish girls",60318
"73480","i wish bruce",60318
"73481","i wish bitches",60318
"73482","i win putting",60318
"73483","i will yes",60318
"73484","i will work",60318
"73485","i will watch",60318
"73486","i will understand",60318
"73487","i will too",60318
"73488","i will tonight",60318
"73489","i will tell",60318
"73490","i will succeed",60318
"73491","i will still",60318
"73492","i will start",60318
"73493","i will split",60318
"73494","i will sow",60318
"73495","i will seriously",60318
"73496","i will send",60318
"73497","i will see",60318
"73498","i will say",60318
"73499","i will release",60318
"73500","i will randomly",60318
"73501","i will pretty",60318
"73502","i will play",60318
"73503","i will ping",60318
"73504","i will part",60318
"73505","i will make",60318
"73506","i will love",60318
"73507","i will look",60318
"73508","i will lol",60318
"73509","i will link",60318
"73510","i will let",60318
"73511","i will laugh",60318
"73512","i will just",60318
"73513","i will i",60318
"73514","i will graduate",60318
"73515","i will good",60318
"73516","i will get",60318
"73517","i will float",60318
"73518","i will edshow",60318
"73519","i will draw",60318
"73520","i will do",60318
"73521","i will die",60318
"73522","i will come",60318
"73523","i will check",60318
"73524","i will b",60318
"73525","i will agree",60318
"73526","i wil be",60318
"73527","i why would",60318
"73528","i westbound thru",60318
"73529","i werent gainfully",60318
"73530","i were robbing",60318
"73531","i were on",60318
"73532","i went by",60318
"73533","i went back",60318
"73534","i waznt mike",60318
"73535","i watched that",60318
"73536","i watch ellen",60318
"73537","i watch dear",60318
"73538","i watch csi",60318
"73539","i wasnt talking",60318
"73540","i wasnt suregap",60318
"73541","i wasnt straight",60318
"73542","i wasnt so",60318
"73543","i wasnt on",60318
"73544","i wasnt kurt",60318
"73545","i wasnt it",60318
"73546","i wasnt i",60318
"73547","i wasnt freaking",60318
"73548","i wasnt aware",60318
"73549","i was your",60318
"73550","i was worried",60318
"73551","i was wondering",60318
"73552","i was with",60318
"73553","i was tryna",60318
"73554","i was trying",60318
"73555","i was trippin",60318
"73556","i was to",60318
"73557","i was the",60318
"73558","i was texting",60318
"73559","i was talking",60318
"73560","i was super",60318
"73561","i was sucking",60318
"73562","i was still",60318
"73563","i was staying",60318
"73564","i was starting",60318
"73565","i was so",60318
"73566","i was sick",60318
"73567","i was shocked",60318
"73568","i was rtd",60318
"73569","i was rooting",60318
"73570","i was riding",60318
"73571","i was reading",60318
"73572","i was productive",60318
"73573","i was overwhelmed",60318
"73574","i was only",60318
"73575","i was never",60318
"73576","i was musically",60318
"73577","i was mcfadden",60318
"73578","i was languishing",60318
"73579","i was joking",60318
"73580","i was jking",60318
"73581","i was introduced",60318
"73582","i was imagining",60318
"73583","i was here",60318
"73584","i was gonna",60318
"73585","i was gay",60318
"73586","i was disappointed",60318
"73587","i was confused",60318
"73588","i was close",60318
"73589","i was cleaning",60318
"73590","i was charged",60318
"73591","i was bornsorry",60318
"73592","i was born",60318
"73593","i was black",60318
"73594","i was beginnin",60318
"73595","i was awful",60318
"73596","i was away",60318
"73597","i was asked",60318
"73598","i was an",60318
"73599","i was afraid",60318
"73600","i was able",60318
"73601","i wanted was",60318
"73602","i wanted so",60318
"73603","i want where",60318
"73604","i want this",60318
"73605","i want sum",60318
"73606","i want strait",60318
"73607","i want some",60318
"73608","i want people",60318
"73609","i want nanobots",60318
"73610","i want meryl",60318
"73611","i want is",60318
"73612","i want i",60318
"73613","i want go",60318
"73614","i want an",60318
"73615","i wanna visit",60318
"73616","i wanna say",60318
"73617","i wanna read",60318
"73618","i wanna like",60318
"73619","i wanna leave",60318
"73620","i wanna know",60318
"73621","i wanna keep",60318
"73622","i wanna inappropriately",60318
"73623","i wanna grow",60318
"73624","i wanna give",60318
"73625","i wanna fuck",60318
"73626","i wanna do",60318
"73627","i walked into",60318
"73628","i walked in",60318
"73629","i walked away",60318
"73630","i wait and",60318
"73631","i voted good",60318
"73632","i vote so",60318
"73633","i volunteer as",60318
"73634","i usually expect",60318
"73635","i used believe",60318
"73636","i use twitter",60318
"73637","i use photosynth",60318
"73638","i use is",60318
"73639","i ur gonna",60318
"73640","i unplug my",60318
"73641","i unfollowed a",60318
"73642","i understand you",60318
"73643","i understand now",60318
"73644","i understand it",60318
"73645","i tweeted that",60318
"73646","i tweeted about",60318
"73647","i tweet about",60318
"73648","i turned haha",60318
"73649","i turn on",60318
"73650","i try whats",60318
"73651","i try brandon",60318
"73652","i trust so",60318
"73653","i truly believe",60318
"73654","i tried thats",60318
"73655","i tried something",60318
"73656","i tried scouting",60318
"73657","i touched jer",60318
"73658","i totally walked",60318
"73659","i totally understand",60318
"73660","i totally started",60318
"73661","i totally forgot",60318
"73662","i totally am",60318
"73663","i took it",60318
"73664","i took around",60318
"73665","i took an",60318
"73666","i too prefer",60318
"73667","i told u",60318
"73668","i told them",60318
"73669","i told my",60318
"73670","i to fish",60318
"73671","i throw the",60318
"73672","i thought we",60318
"73673","i thought this",60318
"73674","i thought that",60318
"73675","i thought of",60318
"73676","i thought itd",60318
"73677","i thought for",60318
"73678","i thought felons",60318
"73679","i thought could",60318
"73680","i thought but",60318
"73681","i thought all",60318
"73682","i thoroughly enjoyed",60318
"73683","i thoguht i",60318
"73684","i thinking glad",60318
"73685","i think yesterdays",60318
"73686","i think there",60318
"73687","i think the",60318
"73688","i think thats",60318
"73689","i think tall",60318
"73690","i think snow",60318
"73691","i think she",60318
"73692","i think our",60318
"73693","i think my",60318
"73694","i think martins",60318
"73695","i think maria",60318
"73696","i think len",60318
"73697","i think just",60318
"73698","i think imaddicted",60318
"73699","i think hbu",60318
"73700","i think fiji",60318
"73701","i think everyone",60318
"73702","i think even",60318
"73703","i think ers",60318
"73704","i think college",60318
"73705","i think colin",60318
"73706","i think about",60318
"73707","i them what",60318
"73708","i the pittsburgh",60318
"73709","i the only",60318
"73710","i thank you",60318
"73711","i text you",60318
"73712","i tell you",60318
"73713","i tell people",60318
"73714","i tasted a",60318
"73715","i talked to",60318
"73716","i talked about",60318
"73717","i take it",60318
"73718","i take i",60318
"73719","i take full",60318
"73720","i take a",60318
"73721","i t rt",60318
"73722","i switch it",60318
"73723","i switch classes",60318
"73724","i swear to",60318
"73725","i swear our",60318
"73726","i swear just",60318
"73727","i swear it",60318
"73728","i swear cheryl",60318
"73729","i survived the",60318
"73730","i sure hope",60318
"73731","i sure do",60318
"73732","i supposed to",60318
"73733","i suppose most",60318
"73734","i support your",60318
"73735","i support lets",60318
"73736","i suggest you",60318
"73737","i suck at",60318
"73738","i submit i",60318
"73739","i stream it",60318
"73740","i stopped times",60318
"73741","i stop the",60318
"73742","i stop drinking",60318
"73743","i still want",60318
"73744","i still screamed",60318
"73745","i still kind",60318
"73746","i still hear",60318
"73747","i still havent",60318
"73748","i still had",60318
"73749","i still get",60318
"73750","i still come",60318
"73751","i still been",60318
"73752","i still beat",60318
"73753","i stick irene",60318
"73754","i stepped back",60318
"73755","i steal your",60318
"73756","i stay leavin",60318
"73757","i started uncovering",60318
"73758","i started to",60318
"73759","i started noticing",60318
"73760","i started my",60318
"73761","i started in",60318
"73762","i started being",60318
"73763","i start my",60318
"73764","i stamped and",60318
"73765","i sprayed him",60318
"73766","i spice them",60318
"73767","i spent time",60318
"73768","i spent minutes",60318
"73769","i spent all",60318
"73770","i spell a",60318
"73771","i specifically asked",60318
"73772","i speaking english",60318
"73773","i speak danish",60318
"73774","i speak cat",60318
"73775","i sort of",60318
"73776","i sometimes learn",60318
"73777","i sold it",60318
"73778","i so texted",60318
"73779","i so lubba",60318
"73780","i so love",60318
"73781","i so hope",60318
"73782","i smoke maybe",60318
"73783","i smileits been",60318
"73784","i smile now",60318
"73785","i slept all",60318
"73786","i sleep alone",60318
"73787","i sip the",60318
"73788","i sincerely apologize",60318
"73789","i signed up",60318
"73790","i sign up",60318
"73791","i shouldve favorited",60318
"73792","i should tweet",60318
"73793","i should try",60318
"73794","i should really",60318
"73795","i should ok",60318
"73796","i should go",60318
"73797","i share the",60318
"73798","i set them",60318
"73799","i seriously spent",60318
"73800","i seriously love",60318
"73801","i sent him",60318
"73802","i sent emails",60318
"73803","i sent adrien",60318
"73804","i send you",60318
"73805","i send u",60318
"73806","i seen or",60318
"73807","i see your",60318
"73808","i see what",60318
"73809","i see u",60318
"73810","i see trouble",60318
"73811","i see those",60318
"73812","i see this",60318
"73813","i see the",60318
"73814","i see someone",60318
"73815","i see some",60318
